"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"11","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 12:34:01,FALSE,NA,"917729935502069760",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","momo_ltoro",91,TRUE,FALSE,NA,NA
"12","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 12:23:57,FALSE,NA,"917727400066256897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Le_Joker78",91,TRUE,FALSE,NA,NA
"13","RT @1MoEvans: Thanks @AlexKennedyNBA for the opportunity to speak about #NBA, 2011/2012 lockout, and the NBAPA.  https://t.co/j2zDio2WP9",FALSE,0,NA,2017-10-10 12:14:21,FALSE,NA,"917724984482553856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ELOSSports",1,TRUE,FALSE,NA,NA
"14","RT @1MoEvans: Thanks Craig Williams of Business Innovators Radio Network for the opportunity to speak about @ELOSSports and #NBA  https://t…",FALSE,0,NA,2017-10-10 12:14:08,FALSE,NA,"917724930183065601",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ELOSSports",2,TRUE,FALSE,NA,NA
"15","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 12:09:17,FALSE,NA,"917723710806724608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","b_drouet",91,TRUE,FALSE,NA,NA
"16","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 12:03:10,FALSE,NA,"917722172352794625",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","scormer",91,TRUE,FALSE,NA,NA
"17","NBA YoungBoy x You The One",FALSE,0,NA,2017-10-10 11:55:47,FALSE,NA,"917720310752907264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","STIFF_JT",0,FALSE,FALSE,NA,NA
"18","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:50:31,FALSE,NA,"917718986783158272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EdinsonPanzani",91,TRUE,FALSE,NA,NA
"19","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:43:38,FALSE,NA,"917717256599228416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","matt_tn34",91,TRUE,FALSE,NA,NA
"20","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:39:54,FALSE,NA,"917716315221168129",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vinsanity0606",91,TRUE,FALSE,NA,NA
"21","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:37:20,FALSE,NA,"917715670686724096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","keiteline",91,TRUE,FALSE,NA,NA
"22","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:35:22,FALSE,NA,"917715172260831232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Alex52955644",91,TRUE,FALSE,NA,NA
"23","RT @ClutchCityBR: #Rockets bate o Knicks e agora está 3-0 na pré-temporada. Harden com incríveis 36 pts (13-21 FG), 11 ast e 9 rebs. https:…",FALSE,0,NA,2017-10-10 11:30:38,FALSE,NA,"917713984081539073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jawesharden",3,TRUE,FALSE,NA,NA
"24","@NBA_Basketball0 @ESPNStatsInfo @StrosBros1 If this was 2012, that'd be MVP numbers. But this is the ""saber metrics… https://t.co/TOB3bPaQCZ",FALSE,0,"NBA_Basketball0",2017-10-10 11:29:54,TRUE,"917649703508021248","917713800488419328","804825882888114176","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","astros_memes",0,FALSE,FALSE,NA,NA
"25","RT @HoustonRockets: Squad up 91-71 going to the 4th! #RunAsOne <ed><U+00A0><U+00BD><ed><U+00BA><U+0080>

Don't miss the last quarter <ed><U+00A0><U+00BD><ed><U+00B2><U+00BB>: https://t.co/VBY18fapLu &amp; Facebook Live ht…",FALSE,0,NA,2017-10-10 11:29:17,FALSE,NA,"917713642841395201",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jawesharden",53,TRUE,FALSE,NA,NA
"26","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:18:16,FALSE,NA,"917710871878524931",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","malin_270",91,TRUE,FALSE,NA,NA
"27","@1MoEvans opens up about the #NBA, serving as VP of the NBAPA, and the 2011/2012 lockout with @AlexKennedyNBA  https://t.co/4xgku47lkx",FALSE,1,"1MoEvans",2017-10-10 11:15:01,FALSE,NA,"917710051170766849","804707458274983938","<a href=""http://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","ELOSSports",0,FALSE,FALSE,NA,NA
"28","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:11:51,FALSE,NA,"917709256220135425",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ken_Regny",91,TRUE,FALSE,NA,NA
"29","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:11:38,FALSE,NA,"917709201606152192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NicoRuaud",91,TRUE,FALSE,NA,NA
"30","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:11:28,FALSE,NA,"917709158778064898",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Imane_Alvarez",91,TRUE,FALSE,NA,NA
"31","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 11:04:26,FALSE,NA,"917707390845444097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AFurst99",91,TRUE,FALSE,NA,NA
"32","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 10:54:34,FALSE,NA,"917704908551475200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","uvan_uchiwa",91,TRUE,FALSE,NA,NA
"33","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 10:33:13,FALSE,NA,"917699534163251200",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VinceCDR",91,TRUE,FALSE,NA,NA
"34","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 10:31:32,FALSE,NA,"917699110890819585",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoanYBMF",91,TRUE,FALSE,NA,NA
"35","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 10:23:12,FALSE,NA,"917697011750752256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kelian971",91,TRUE,FALSE,NA,NA
"36","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 10:14:54,FALSE,NA,"917694922781753344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JulienEnyegue",91,TRUE,FALSE,NA,NA
"37","RT @RocketsTalk_: Ron Baker est légèrement dépassé en défense <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00BA><U+0080> https://t.co/KcOUCel6oz",FALSE,0,NA,2017-10-10 10:04:05,FALSE,NA,"917692201873928194",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cortinoviccc",3,TRUE,FALSE,NA,NA
"38","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 10:03:53,FALSE,NA,"917692150829273088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JeSuisUnited",91,TRUE,FALSE,NA,NA
"39","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 10:00:45,FALSE,NA,"917691363319312384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","manoolaurent",91,TRUE,FALSE,NA,NA
"40","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 09:53:47,FALSE,NA,"917689610905546752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lovestiti",91,TRUE,FALSE,NA,NA
"41","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 09:49:09,FALSE,NA,"917688443643232256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jojo_onyme",91,TRUE,FALSE,NA,NA
"42","RT @RocketsTalk_: -Bonjour, parlez-nous de NBA.
-Je connais M.Jordan et Tony Parker.
-Bienvenue dans la fanbase des Warriors. https://t.co/…",FALSE,0,NA,2017-10-10 09:48:32,FALSE,NA,"917688287711649792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ninho330_",91,TRUE,FALSE,NA,NA
"43","RT @RocketsTalk_: Ron Baker est légèrement dépassé en défense <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00BA><U+0080> https://t.co/KcOUCel6oz",FALSE,0,NA,2017-10-10 09:47:32,FALSE,NA,"917688037408206848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KlnMcFly",3,TRUE,FALSE,NA,NA
